channel_id,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos,new_tags,Month
CHAySce,News & Politics,PT25M51S,"['코로나19', '증권', 'fda', '머니', '삼성전자', '기업', 'etf', '코스피', '주가', '주식', 'sk하이닉스', '외국인', '존리', '코로나', '개미', '투자자', 'esg', '머니올라', '개인', '폭락장', '투자', '종부세', '국민연금', '부동산', '뉴스', '금융', '경제', '가계대출', '예수금', '코스닥', '주식개미', '주식붕괴', '삼프로', '바이든', 'kbs경제', '주식폭락', '문재인', 'kbs']",[영상 촬영 날짜: 5월 7일]00:01 Q1. 5월 둘째 주 증시 주요 일정은?03:11 Q2. 12일(수) 새벽 MSCI 리밸런싱... 편입 유력한 종목은?06:43 Q3. 이번 주에 좋아질 섹터는?09:09 Q4. 바이오 등 공매도 타깃 종목 ‘반전의 기회’는 언제쯤일까?13:16 Q5. 바이오 외에 공매도 타깃 된 또 다른 업종은?14:41 Q6. SKT 자사주 소각... 왜 호재인가? 어떤 경우에 자사주 소각하나?18:14 Q7. 전장산업 주가 좋지 못한데 향후 전망은?20:42 Q8. (염블리의 팁) ‘모멘텀 투자⋅모멘텀 매매’ 구체적 사례로 설명하면?머니올라는 다양하고 흥미있는 경제 이슈로 여러분들을 찾아뵙고 있습니다.출연을 원하는 전문가가 있으면 댓글로 남겨주시길 바랍니다. 구독과 좋아요 부탁드립니다~:-)#머니올라 #KBS #MONEY #경제 #금융 #부동산 #돈 #주식 #주가 #펀드#국제 #해외 #국내 #중국 #미국 #무역 #염승환 #염블리 #염블리의비밀노트 #공매도 #모멘텀투자 #모멘텀매매,2021-05-11,2021-05-13,9,36,441230,541591,11445,12332,282,331,293,322,256000,258000,25697103,26040224,227,228,esg,5
CHhK2Dh,Entertainment,PT12M27S,"['압축', '분리배출', '굿즈', '라벨분리배출', '포카리 광고', '포카리스웨트', '분리수거', '포카리', '지구', '지구를 지켜츄', '김지우', 'chuu', '편의점', '츄 포카리스웨트', '업사이클', '츄 포카리', '쇼핑', '압축기', '블루라벨캠페인', '모델', '병뚜껑', '단순노동', '포카리 노래', '미션', 'cf', '블루업프로젝트', 'lunatheworld', '프로젝트', '라벨', '포카리 스웨트 광고', '노동', '이달의소녀 츄', '이달의소녀', '광고', '500병', '츄 포카리 모델', '츄 포카리스웨트 광고', '포카리 모델', '라벨떼기', '500병 라벨 떼기']",라라라 ~ 라라라라라 ~🎶 날 좋아 ~ 한다고 ~ 🎵😘안녕하세요~ 츄예여  ღゝ◡╹)ノ❤츄꾸미들 ❤️ 오늘은 우리 지켜츄 제작진들에게 포카리스웨트를 츄가 쏜다 쏜다 쏜다 !! 😍근데 우리 언니들이 또 어마어마한 걸 준비했지 모에요...포카리 500병을 분리배출 하라고 하지 모에요...이러려고 모델 했나😭그래도 나중에 다 같이 도와준 역시 우리 지켜츄팀! 💪 감솨해요잘 버린 페트병이 어떻게 가치 있게 변화하게 되는지 체험해보는 하루였어요 ~ 이 영상 보고도 분리배출 잘 안 하는 사람들 혼나!! 😡그리고 포카리스웨트에서 블루업 프로젝트로 지구를 지키는 활동을 한다고 해요! 🌏다 마신 포카리 페트병을 잘 분리배출하여 보내주면! 업사이클링 굿즈를 드린대요 😎굿즈 가지고 싶은 츄꾸미들은 아래 링크로 신청해츄 ~~😘[BLUE UP 프로젝트 참여하기]👉 https://www.pocarisweatblueup.com/👉신청기간1차 신청기간: 5월 17일 ~ 5월 28일2차 신청기간: 6월 7일 ~ 6월 18일3차 신청기간: 6월 28일 ~ 7월 9일오늘은 포카리스웨트와 함께 지구를 지켰다 츄 ~ 😍🌏#유료광고 #츄​​​​​​ #지구를지켜츄​​​​​​ #지켜츄​ #포카리스웨트​​​​​ #츄튜브​​​ #에코​​​​​ #구독​​​​​​ #좋아요​​​​​​ #알림설정​STAFF촬영 : 그림형제음향 : 빅스톤스튜디오믹싱 : 매드벅스,2021-05-15,2021-05-15,22,22,511429,511429,14851,14851,371,371,1706,1706,398000,398000,14696031,14696031,26,26,이달소,5
CH_Fxf0,Entertainment,PT8M34S,"['옆집형', '브이로그', '베트남', '코이티비', '스카이', 'sky']",*스카이 인스타 @cogaisky (https://www.instagram.com/cogaisky/?hl=ko)*비즈니스 문의monstaz.vn@gmail.com,2021-05-13,2021-05-14,28,41,246793,316964,12495,13502,297,406,1886,2045,302000,308000,23480025,22156978,32,33,food,5
CHAySce,News & Politics,PT27M23S,"['코로나19', '증권', 'fda', '머니', '삼성전자', '기업', 'etf', '코스피', '주가', '주식', 'sk하이닉스', '외국인', '존리', '코로나', '개미', '투자자', 'esg', '머니올라', '개인', '폭락장', '투자', '종부세', '국민연금', '부동산', '뉴스', '금융', '경제', '가계대출', '예수금', '코스닥', '주식개미', '주식붕괴', '삼프로', '바이든', 'kbs경제', '주식폭락', '문재인', 'kbs']",[영상 촬영 날짜: 5월 14일]00:01 Q1. 5월 셋째 주 증시 주요 일정은? 02:53 Q2. 이번 주 증시에 영향 미칠 변수들은?04:41 Q3. SKIET 증거금 증시 유입... 고객예탁금 증가는 좋은 신호 아닌가? 06:48 Q4. 삼성전자 잇단 美 회의 참석... ‘미국 투자 증대’ 요청에 화답할까?09:18 Q5. 삼성전자 미국 시장 적극 투자는 호재인가?10:08 Q6. 현대차 “미국에 8조 투자⋅전기차도 생산”... 시장 반응 어떤가?14:31 Q7. 삼바 - 美 모더나 백신 위탁 생산 정상회담 이후 현실화 가능성은?17:25 Q8. ①가치주 전환 ②버티기 ③추가 매수... 대형 성장주 투자자 선택은?20:25 Q9. 이번 주에 좋아질 것으로 예상하는 섹터는?23:46 Q10. (염블리의 팁) 변동성 크고 성장주 약세인데 개인투자자 전략은?머니올라는 다양하고 흥미있는 경제 이슈로 여러분들을 찾아뵙고 있습니다.출연을 원하는 전문가가 있으면 댓글로 남겨주시길 바랍니다. 구독과 좋아요 부탁드립니다~:-)#머니올라 #KBS #MONEY #경제 #금융 #부동산 #돈 #주식 #주가 #펀드#국제 #해외 #국내 #중국 #미국 #무역 #염승환 #염블리 #염블리의비밀노트 #삼성전자 #현대차 #백신 #SKIET,2021-05-18,2021-05-19,10,22,486983,536363,13253,13697,356,387,350,366,266000,266000,26738371,26738371,232,233,esg,5
CHAySce,News & Politics,PT26M7S,"['코로나19', '증권', 'fda', '머니', '삼성전자', '기업', 'etf', '코스피', '주가', '주식', 'sk하이닉스', '외국인', '존리', '코로나', '개미', '투자자', 'esg', '머니올라', '개인', '폭락장', '투자', '종부세', '국민연금', '부동산', '뉴스', '금융', '경제', '가계대출', '예수금', '코스닥', '주식개미', '주식붕괴', '삼프로', '바이든', 'kbs경제', '주식폭락', '문재인', 'kbs']","[영상 촬영 날짜: 4월 30일]01:02 Q1. 이번 주 증시 주요 일정은?02:48 Q2. 이번 주와 5월 증시의 변수는?05:19 Q3. 원⋅달러 1100원대... 원화 강세 ‘외국인 매수세 회복’ 호재일까?07:17 Q4. 5월에 좋을 것으로 보는 섹터는?10:31 Q5. 美 나스닥 상승률 낮아... ‘성장주 느린 상승’ 당분간 이어질까?13:00 Q6. BBIG 중 배터리만 강세... 반도체⋅인터넷⋅게임주 다시 날까?16:08 Q7. 5월에는 반도체⋅인터넷⋅게임주 담아도 좋을까?16:26 Q8. 현대차 관련주, 5월 하반기 즈음이면 다시 오를까?19:27 Q9. 유가와 주가 상관관계 어떤가?21:14 Q10. (염블리의 팁) 실적시즌 맞아 ‘컨센서스’ 챙겨야 한다는 이유는?머니올라는 다양하고 흥미있는 경제 이슈로 여러분들을 찾아뵙고 있습니다.출연을 원하는 전문가가 있으면 댓글로 남겨주시길 바랍니다. 구독과 좋아요 부탁드립니다~:-)#머니올라 #KBS #MONEY #경제 #금융 #부동산 #돈 #주식 #주가 #펀드#국제 #해외 #국내 #중국 #미국 #무역 #염승환 #염블리 #염블리의비밀노트",2021-05-04,2021-05-06,14,39,417857,517641,11225,12092,268,325,372,473,246000,248000,24333129,24667453,221,222,esg,5
CH2xkO7,Howto & Style,PT2M40S,"['꿀팁', 'gs25', 'cu', '미니스톱', '편의점', '1분미만', '세븐일레븐', '일상']",#편의점 #꿀팁 #CU #세븐일레븐 #미니스톱 #GS25 #맥주 #캔 #CCTV #1분미만,2021-05-05,2021-05-06,29,44,1265297,1514150,31891,35618,809,976,2706,2921,612000,615000,105415204,106315445,93,93,1분미만,5
CHt8iRt,Sports,PT5M43S,"['에스케이와이번스', '와이번스', '와이번스tv', 'sk와이번스', '와이번스스토리']",#SSG랜더스 #로맥 #박성한 #추신수 #김찬형 #최지훈 #이태양 #조영우 #김택형p.s. 경기 전체상황 덕캠은 내일 낮에 찾아오겠습니다!,2021-05-23,2021-05-23,32,32,129418,129418,1765,1765,66,66,564,564,71100,71100,34651577,34651577,1880,1880,sk와이번스,5
CHDV9zg,People & Blogs,PT12M47S,Null,타인을 향한 비방은 예고없이 삭제될 수 있습니다#머니게임 #진용진 #전기 #파이 #가오가이 #공혁준 #1번 #4번 #6번 #7번,2021-05-18,2021-05-19,1,10,1943763,2248346,27085,28949,799,873,8944,9921,696000,768000,33846037,33846037,46,48,전기,5
CHD2YO_,Comedy,PT5M12S,"['랄로', '랄튜브', '김찬호']",,2021-06-01,2021-06-01,39,39,1118906,1118906,22652,22652,273,273,4582,4582,613000,613000,178123396,178123396,337,337,김찬호,5
CHdpbqw,Science & Technology,PT1M,"['아이맥', '신상 아이맥', 'apple imac', '아이맥 m1', '아이맥 언빡싱', '언박싱', 'apple', '아이맥 m1 언빡싱', '애플 신상 아이맥 m1 언빡싱', '애플', 'new imac', 'unboxing', '애플코리아', 'imac m1']",#Shorts- 본 영상의 제품은 'Apple'로부터 금전적 지원없이 제품만 대여받았습니다.- 본 채널에는 내돈내산 '블루'가 도착하면 올릴 예정,2021-05-26,2021-05-26,15,15,138428,138428,3720,3720,59,59,628,628,34400,34400,103005,103005,2,2,아이맥,5
CHvScwM,Entertainment,PT4M47S,"['꿀팁', '잇템', '당신의일상을밝히는가', '핫플레이스', '라이프', '인테리어', 'sbsfil', '집들이', '정보', '요리', '트렌드', '선물', '라이프스타일', '하우스', '셀럽', '박군', '파티', '리빙', '박은혜', '이사', '한영', '일상']","바쁜 일상에 지친 당신에게 찾아올눈으로 보는 매거진, [당신의 일상을 밝히는가]▶SBS FiL 월,화,수 오전 11시#SBSFiL #당신의_일상을_밝히는가 #리빙#박은혜 #한영 #박군",2021-05-23,2021-05-24,31,38,269834,484909,3470,5144,69,111,232,347,121000,122000,30160547,30508614,2183,2183,sbsfil,5
CHDV9zg,People & Blogs,PT14M13S,Null,다른 참가자분들께 향하는 비난은 예고없이 삭제될 수 있습니다#머니게임 #진용진 #전기 #공혁준 #전국진 #4번 #1번,2021-05-09,2021-05-13,2,47,1401165,2275121,28091,36072,557,835,9790,11405,379000,519000,15095488,26758135,42,44,전기,5
CHhlgI3,News & Politics,PT1M22S,"['series자막뉴스', 'genre사회', 'source영상', 'type디지털', 'format기타']","지난달 24일 밤, 친구와 함께 반포한강공원으로 걸어가는 대학생 손정민 씨. 근처에서 술을 마셨습니다.하지만 5시간 반 뒤, 한강공원을 빠져나온 건 친구 혼자였습니다.비슷한 시각, 또 다른 일행 2~3명이 무언가를 발견하고 갑자기 전력질주 하는 이상한 모습도 포착됐습니다.[경찰 관계자 : 중요한 것은 그 뛰어가는 세 사람, 인적사항을 지금 확인하고 있어요. 그걸 저희가 찾아야 되고 확정해야 하니까….]대체 무슨 일이 일어났던 걸까?국립과학수사연구원이 손 씨 시신을 1차 부검했습니다.부패가 진행돼 육안으로는 정확한 사인을 알 수 없다는 구두 소견을 낸 것으로 전해졌습니다.왼쪽 귀 뒷부분에 상처가 있었지만 두개골을 파고 들어가진 않았고, 직접 사인도 아니라는 겁니다.또 뺨 근육이 파열됐지만, 입안 치아는 괜찮은 상태였던 것으로 알려졌습니다.국과수는 정밀검사에 들어갔고, 결과는 보름여 뒤에야 나올 것으로 보입니다.경찰은 부검 결과를 토대로 실족사뿐 아니라 타살 여부 등 모든 가능성을 열어 놓고 조사한다는 방침입니다.YTN 안윤학입니다.영상편집ㅣ이자은자막뉴스 제작ㅣ이 선 에디터#실종대학생 #한강실종대학생 #CCTV▶ 기사 원문 : https://www.ytn.co.kr/_ln/0134_202105021122502381▶ 제보 하기 : https://mj.ytn.co.kr/mj/mj_write.php▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZⓒ YTN & YTN plus 무단 전재 및 재배포금지",2021-05-04,2021-05-07,3,29,3818510,5057504,18340,22729,726,957,7261,8416,2330000,2330000,4781417427,4804473685,534724,535285,source영상,5
CHhlgI3,News & Politics,PT2M37S,"['format심층취재', 'person박희재', 'type방송', 'genre사회', 'source영상']","차량 안 남성 마구 폭행…괴로움 호소에도 주먹질머리채 잡아 당기기도…20분 가까이 폭행폭행 배후로 여배우 지목…갑질 폭로 뒤 보복[앵커]한 여배우의 갑질 의혹을 폭로한 남성이 서울 강남 한복판에서 무차별 폭행당하는 일이 벌어졌습니다.피해자는 여배우가 조폭을 동원해 보복한 거라고 주장했습니다.취재진이 당시 영상을 입수했는데, 박희재 기자가 보도합니다.[기자]팔에 잔뜩 문신한 남성이 차량 안에 앉아 있는 남성을 마구 폭행합니다.맞는 남성이 머리를 감싸 쥐고 괴로워하지만, 주먹질은 멈추질 않습니다.[가해 남성 : (여기 CCTV 있지?) 여기 다 있어. 내가 모르고 때리는 거 같아?]차 밖으로 나오라며 머리채를 거세게 잡아당기기도 합니다.조수석에 함께 있던 친구가 112에 신고해 경찰이 출동할 때까지 폭행은 20분 가까이 이어졌습니다.[피해 남성 지인 / 112 신고 통화(지난 28일) : ○○초등학교 앞에 지금 폭행 일어나고 있습니다.]사건이 일어난 건 지난 28일 새벽 3시쯤.피해자는 서울 청담동 공원 앞에 세워둔 차 안에 있었는데, 문신한 남성이 오더니 다짜고짜 때리기 시작한 겁니다.피해 남성이 타고 있던 차량입니다.당시 가해 남성은 일행이 타고 온 차량 석 대로 차량 앞뒤를 둘러싼 뒤 창문을 통해 피해 남성을 마구 폭행했습니다.피해자는 폭행 배후로 평소 알고 지내던 한 여배우를 지목했습니다.최근 SNS에 이 여배우의 갑질 폭로 글을 올렸는데, 여기에 대한 보복이라는 겁니다.[폭행 피해자 : 처음 발단은 제 친구 가게에 연예인 협찬이 안 되느냐. 일방적으로 물어보고. 다른 가게들은 테이블 주는데 왜 안주는 거냐. 이 공익제보를 제가 하게 됐는데요.]폭로 글을 본 여배우가 여러 차례 전화를 걸어 어디 있느냐고 물었고, 위치를 알려주자 채 20분도 되지 않아 가해 남성이 나타났다고 피해자는 설명했습니다.그러면서 머리를 집중적으로 맞은 탓에 귀가 잘 들리지 않아 병원 치료를 받고 있고 극심한 공포에 시달리고 있다고 말했습니다.[폭행 피해자 : 제가 맞고 있다 보니 귀도 안 들리고, 코는 코피대로 계속 나고 있고. 머리채는 계속 뜯겨 나가서….]하지만 여배우 측은 폭로 글에 대한 억울함을 친한 지인인 가해자에게 설명했을 뿐, 보복 폭행을 지시한 적은 없다고 반박했습니다.[여배우 A 씨 : 이 동생들이 얘(피해 남성)가 있는 곳으로 갔죠. 얘한테 협박당하고 있다. 무섭다. 이렇게 이야기한 것뿐이고….]경찰은 폭행 혐의로 30대 가해 남성을 입건해 조사하고 있습니다.또 양측 진술을 종합해 여배우를 폭행 교사 혐의로 입건할지 검토한다는 방침입니다.YTN 박희재[parkhj0221@ytn.co.kr]입니다.※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr▶ 기사 원문 : https://www.ytn.co.kr/_ln/0103_202105310543434005▶ 제보 하기 : https://mj.ytn.co.kr/mj/mj_write.php▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZⓒ YTN & YTN plus 무단 전재 및 재배포금지",2021-06-01,2021-06-02,24,13,1621640,2175762,9872,12390,327,427,5579,6734,2380000,2390000,4983831450,4992764046,539888,540077,source영상,5
CHHpIHu,Education,PT5M50S,"['현지 해설', '손흥민 레전드', '토트넘 감독', '손흥민 골', '손흥민 골 반응', '영국반응', '토트넘 공식', '토트넘 경기후', '손흥민 경기후', '토트넘 리즈', '영국축구', '손흥민골', '토트넘 반응', '프리미어리그', '손흥민 반응', '축구해설', '손흥민 스페셜', '손흥민 리즈', '손흥민 골모음', '해외축구', '토트넘 골', '손흥민 17호골', '손흥민 경기', '토트넘 경기', '현지 반응']",손흥민 선수가 골을 넣은 경기였지만 별로 즐겁지는 않았던 것 같습니다. 경기 내용적으로는 크게 다룰 부분은 없어서 경기 외적 부분들에 대해서 리뷰해 보았습니다. 메이저 언론에 소개된 현지 해설가의 발언을 영미문화적 관점에서 리뷰해 보았습니다. 항상 감사드립니다!,2021-05-10,2021-05-10,47,47,138800,138800,1669,1669,100,100,456,456,941000,941000,308345512,308345512,920,920,손흥민,5
CHhlgI3,News & Politics,PT5M52S,"['type방송', 'format인터뷰', 'genre사회', 'source영상', 'person양시창']","■ 진행 : 변상욱 앵커, 안귀령 앵커■ 출연 : 양시창 기자* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다.[앵커]서울 한강공원에서 실종 닷새 만에 숨진 채 발견된 대학생 고 손정민 군의 장례식이 오늘 치러졌습니다.사망을 두고 여러 의문도 제기되고 있는데요.현장에 다녀온 양시창 기자와 더 자세한 얘기 나눠보겠습니다. 양 기자 어서 오십시오.오늘 장례식이 열렸죠?20대 청년의 죽음에 황망했을 텐데, 어땠나요?[기자]네, 오늘 아침 서울 잠원동 성당에서 장례 미사가 열렸는데, 손 군의 친척과 지인뿐만 아니라 일반 시민들의 발길도 이어졌습니다.제가 얘기를 들어보니, 손 군이나 가족과 관련은 없지만, 뉴스를 보고 안타까운 마음에 미사에 참석했다는 분들이 더러 계셨습니다.21살 앳된 청년의 갑작스러운 죽음에 가족은 물론, 참석자들도 슬픔과 안타까움을 감추지 못했고요.주체할 수 없이 오열하는 분들도 있었습니다.[앵커]그런데 무엇보다, 숨진 손 군의 아버지가 석연치 않은 점이 많다며 의혹을 제기하면서 논란이 커지고 있는데요. 정리해 볼까요?[기자]네, 사건 당일 손 군과 함께 술을 마신 친구 A 씨의 석연치 않은 행동에 문제를 제기하는 건데요.손 군 실종 뒤 A 씨가 친구를 찾는 일에 소극적이었고, 당시 상황을 묻는 손 씨의 질문에 느닷없이 자살 가능성을 내비쳤다는 겁니다.또, 손 군이 넘어졌는데 일으켜 세우느라 자신의 옷과 신발이 많이 더러워졌다고도 했는데, 이 역시 의심스러운 대목이라고 주장합니다.당시 상황을 설명하기보다 자기 옷이 더러워진 이유를 설명하는 데 치중한 게 수상하다는 것이고요.또, A 씨의 신발을 보여달라고 요구하자, A 씨 부친이 사실 확인 없이 곧바로 버렸다고 답한 것도 상식적이지 않다는 겁니다.이밖에 손 군의 휴대전화를 A 씨가 들고 있었고, 정작 A 씨의 휴대전화는 없어진 점, 실종 당시 경찰 조사에 변호사를 대동하고 나선 점도 이해할 수 없는 일이라고 강조합니다.손 씨의 이야기를 직접 들어보시죠.[손현 / 고 손정민 군 부친 : 모든 정황을 볼 때 이미 정민이가 사고를 당했다는 걸 알고 있었다고 생각할 수밖에 없어요. 그렇지 않고서야 그런 즉답이 나오거나 목요일 변호사가 준비가 돼 있거나 그럴 수가 없거든요. 이미 정민이가 사라진 후부터 정민이가 돌아오지 않을 거라는 걸 알고 있는 사람만이 할 수 있는 행동입니다.][앵커]오늘 양 기자가 손 씨 친구들도 만나봤는데, 친구들도 이번 사건을 이상하게 보는 점이 있었다고요?[기자]네, 화장장까지 꽤 많은 친구가 손 군의 마지막 가는 길을 배웅했는데요.손 군의 오랜 친구들은 손 군이 물을 매우 싫어한다고 주장했습니다.바닷가에 함께 놀러 가도 혼자 물에 들어가지 않았다는 건데요.아무리 취했어도 물에 스스로 들어갔을 리 없다는 설명입니다.직접 들어보시겠습니다.[고 손정민 군 친구 : 저희가 봤을 때는 불가능하다고. 진짜 말도 안 돼. 절대. 들어본 적이 없어요. 물을 싫어해요. 바다 가도 그냥 신발도 안 벗어요. 여행 때 사진을 봐도 정민이만 신발이 다 있고. 바닷가를 가도 신발도 안 벗어요. 다른 애들 다 들어가도.]또 성당에서 만난 동네 주민은 사건 당일 날씨에 대한 의문도 제기했습니다.같은 날 비슷한 시각 자신도 인근 한강공원에 있었는데, 날씨가 꽤 쌀쌀했다는 겁니다.그런 날씨에 잠이 드는 게 말이 안 된다는 주장입니다.들어보시죠.... (중략)▶ 기사 원문 : https://www.ytn.co.kr/_ln/0103_202105051907297248▶ 제보 하기 : https://mj.ytn.co.kr/mj/mj_write.php▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZⓒ YTN & YTN plus 무단 전재 및 재배포금지",2021-05-07,2021-05-08,7,45,1792172,1960558,18436,19581,550,621,6095,6412,2330000,2340000,4804473685,4810983832,535285,535504,source영상,5
CH-Jblc,Entertainment,PT1M1S,"['suga', 'rm', 'jhope', 'jimin', 'jungkook', 'bts', 'jin']",Go behind the scenes of the BTS Rolling Stone cover shoot.Get the full story at: https://bit.ly/3ffX7rxBuy the collector's edition box set here: https://bit.ly/3obpwTP#BTSxRollingStone,2021-05-15,2021-05-15,34,34,1073983,1073983,278897,278897,788,788,10290,10290,718000,718000,235517873,235517873,2755,2755,bts,5
CHMGn0N,Entertainment,PT1M6S,"['와이퍼', '사고', '블랙박스', '차량충돌', '운전자', 'ytn', '안전사고', 'ytn제보', '광명', '블박tv', 'ytn실시간', '훈훈', '리어카', 'ytn뉴스', '미담', '선행', '제보영상']","자신보다 남을 배려하는 한 남성의 모습이 찍힌 블랙박스 영상이 최근 한 커뮤니티에서 화제가 됐습니다.영상을 보면, 정차 중인 차량 앞에 폐지를 가득 실은 리어카 한 대가 보이는데요.서서히 뒤로 밀리더니, 결국 차량 앞부분과 충돌하고 맙니다.놀란 운전자는 차에서 내렸고, 충돌한 부분을 쓱 보더니...이내 앞으로 가 리어카를 밀어주기 시작합니다. 자칫 큰 사고가 날 뻔도, 차량이 손상됐을지도 모르는 상황이었지만, 나보다 남을 배려하는 모습을 보여준 남성.이 사연은 한 커뮤니티에 소개됐는데요. “쉽지 않은 결정인데 본받아야겠어요.” “배우고 갑니다.” “배려하는 모습 보기 좋습니다.” “저를 다시 돌아봅니다.” “좋은 영향력을 보이셨네요!” 등 8백여 개의 칭찬 댓글이 달리면서 많은 사람들에게 선한 영향을 끼쳤습니다.영상: 시청자 제공제작: 강재연 PD (jebo24@ytnplus.co.kr)#와이퍼 #블박TV #블랙박스",2021-05-20,2021-05-21,15,26,302839,383501,1810,2420,33,57,684,834,20700,20900,11065979,11316926,485,491,ytn,5
CH9LQwH,Sports,PT1M40S,"['liverpool fc', 'anfield', 'lfc', 'melwood', 'liverpool', 'liverpool football club', 'premier league']","Watch key highlights from the Hawthorns, where the Reds ran out 2-1 winners in the Premier League thanks to goals from Mo Salah, and an injury time winner from Alisson Becker. Enjoy more content and get exclusive perks in our Liverpool FC Members Area, click here to find out more: https://www.youtube.com/LiverpoolFC/joinSubscribe now to Liverpool FC on YouTube now and get notified when new videos land: https://www.youtube.com/subscription_center?add_user=LiverpoolFC#Liverpool #LFC",2021-05-18,2021-05-19,11,23,6181797,7519360,119168,133578,2332,2977,4748,5221,5740000,5750000,1091209272,1091209272,1672,1675,liverpool,5
CHbCr1d,Entertainment,PT36M23S,"['오아시스', '이기광', '제시 눈누난나', '호현주', '양세형의숏터뷰', '전역돌', '화사', 'mobidic', '제시의쇼터뷰', '후댓비', '하이라이트 노래모음', '환불원정대', '토크쇼', '프롤로그', '쇼터뷰', '비스트', 'sbs', '윤양이손', '모비딕', '힙합', '완전체', '스브스', 'psy', 'who dat b', 'mystery', 'pnation', '숏터뷰', '제시카', 'fiction', '악인전', '제시쇼', '쎈언니', '놀면뭐하니', '제시', '윤두준', '제시 조정식', '제시 은비', '엄정화', '장수돌', '하이라이트 아는형님', '제시 런닝맨', '눈누난나', '제시 유재석', '개인기', 'beast', 'jessi show', '언프리티랩스타', '엠씨', '하이라이트', '피네이션', '아이돌', '이효리', 'highlight', '웹예능', '얼굴찌푸리지말아요', '양세형', '식스센스', '래퍼', '언니쓰', '제시 인생은즐거워', 'not the end', 'jessi', '불어온다', '양요섭', '비가오는날엔', '제시발쇼', '인기가요', '손동운', '라이트', '제시 이효리', 'showterview', 'mc', '여자래퍼', '토크', '초심', '폭우오는날엔', '인생은즐거워']","쇼!터뷰 최초 그룹 완전체 출격 🤍초심 찾으러 하이라이트가 불어왔다!!🌿신인 시절 개인기 퍼레이드부터'폭우 오는 날엔' 비하인드 털이까지😉 할랕과 함께라면 즐거운 밤이야이야이야 거침없는 제시의 기상천외한 솔직담백 인터뷰 《제시의 쇼!터뷰》 49화매주 (목) 오후 6시 30분 💗모비딕 채널로 놀러오show!💗#제시의쇼터뷰 #제시 #하이라이트 #모비딕영문 번역: 맹디성님모비딕 좋아요❤️, 구독🚨, 알림🔔▶️모비딕 구독하기 https://goo.gl/v2b6rR※ 본 촬영은 코로나19 바이러스 확산 방지를 위한 체온 측정, 손 소독 등 개인위생과 공공보건에 유의하여 진행되었습니다. ※.",2021-05-08,2021-05-09,18,33,647616,829627,0,0,0,0,3272,3740,843000,844000,258597006,259074019,1068,1069,제시,5
CHLkAep,Music,PT3M28S,"['방탄소년단', 'hiphop', 'suga', 'rm', 'jhope', '지민', '정국', 'jimin', 'jungkook', '알엠', 'bts', '슈가', 'bangtan', '제이홉', 'jin']",Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com,2021-05-26,2021-05-30,2,36,22451910,34687482,3517783,3953586,20743,29665,185934,200074,50500000,50800000,7920691121,7999727954,1488,1489,bts,5
CHoQy2w,People & Blogs,PT21M1S,"['일상 vlog', 'interracial couple', '커플유튜브', 'korean girlfriend', 'mukbang', '국제연애', '먹방 브이로그', 'zzangtomo', '커플브이로그', 'トモトモ', '한일커플', '日韓カップル', 'international couple', '국제커플', '国際カップル', 'osaka vlog', '브이로그', '오사카 브이로그', '일본 일상', '国際恋愛', 'japanese boyfriend', '韓国人彼女', '오사카 일상', '韓国人女性', 'vlog', 'life in japan', 'osaka', '먹방']",English subs will be added up!▶︎　instagram : @zzangtomo http://instagram.com/zzangtomo@yuinniy http://instagram.com/yuinniy@to_omchanhttp://instagram.com/to_omchan▶︎   contact : zzangtomo@gmail.com ▶︎  bgm :Track : Butterfly's WingMusic by 브금대통령 Music provided by 브금대통령Watch : https://youtu.be/uX0fHYUF8Sw,2021-05-16,2021-05-17,36,47,564599,688192,15009,16465,171,204,1733,1828,726000,727000,95838216,96282213,99,99,vlog,5
